from,to,strength,direction
GIMAP8,LRRC32,1,0.651785714
HIF1A,CCL20,0.901785714,0.571853741
HIF1A,PMAIP1,0.901785714,0.614795918
FZD5,MERTK,0.821428571,0.589880952
FZD5,PRKCZ,0.839285714,0.577721088
FZD5,ADA,0.705357143,0.56420068
FZD5,SRC,0.883928571,0.741666667
SASH3,CD1D,0.803571429,0.979166667
SASH3,CORO1A,1,0.785714286
SASH3,GPR18,0.955357143,0.647108844
TNFSF4,CLEC4G,0.794642857,0.548129252
TNFSF4,FOXP3,0.8125,0.630782313
TNFSF4,PTPN22,0.714285714,0.718877551
TNFSF4,TWSG1,0.714285714,0.939583333
TNFSF4,VCAM1,1,0.919642857
CD80,ICOS,0.883928571,0.901360544
CD80,IL2RA,0.928571429,0.780187075
CD80,CLEC4G,0.741071429,0.840136054
CD80,IL27,0.803571429,0.844897959
CD80,CLEC4A,0.982142857,0.771683673
CD80,ITK,0.714285714,0.557653061
CD80,CTLA4,0.732142857,0.85255102
ZC3H12A,TNFSF14,0.741071429,0.719812925
ZC3H12A,TNFAIP3,0.991071429,0.839285714
ZC3H12A,NFKBIZ,0.9375,0.568877551
ZC3H12A,VNN1,0.767857143,0.65994898
LGALS9B,SHH,0.928571429,0.816113946
LGALS9B,CASP3,0.741071429,0.948214286
B2M,CTSS,0.776785714,0.951105442
B2M,SNAP23,1,0.830357143
B2M,VAMP3,0.741071429,0.89005102
IL1R1,STAT3,1,0.8125
BMP4,CTNNBL1,0.723214286,0.695663265
BMP4,TGFBR2,0.901785714,0.614795918
BMP4,LEF1,0.839285714,0.628741497
BMP4,PRF1,0.8125,0.726190476
BCL2L11,NCK2,0.767857143,0.704166667
CORO1A,FUT7,1,0.964285714
CORO1A,CSK,0.767857143,1
CORO1A,PIK3CD,0.875,0.778571429
CORO1A,RAC2,0.705357143,1
DNAJA3,STAT6,0.785714286,0.596938776
GPR174,CCR7,0.758928571,0.614285714
GPR174,CXCL13,0.723214286,0.570408163
GPR174,GPR18,0.883928571,0.878146259
GPR174,IL18RAP,0.732142857,0.848979592
GPR174,IRF4,0.705357143,0.746853741
LGALS9,AP1S2,0.794642857,0.677636054
PPP3CB,RARA,0.794642857,0.638520408
RAG1,XCL1,0.946428571,0.860969388
SLC39A3,AP3D1,1,0.5
CXADR,SOD1,0.803571429,0.518877551
CXADR,VAMP3,0.875,0.573809524
JAML,SLC11A1,0.919642857,0.976785714
JAML,PTCRA,0.991071429,0.973214286
JAML,CR1,0.776785714,0.715901361
STAT5B,CD99L2,0.723214286,0.731207483
SHH,TGFBR2,0.955357143,0.941071429
SHH,RC3H1,0.732142857,0.626530612
SHH,CXADR,0.785714286,0.946938776
SHH,SH3RF1,0.901785714,0.896896259
SHH,ELF4,0.732142857,0.94047619
SHH,ZFPM1,0.982142857,0.915816327
SHH,CD5,0.732142857,0.963605442
SHH,IL7,0.830357143,0.977891156
SLAMF6,IGKC,0.910714286,0.907312925
SLAMF6,ICOS,0.732142857,0.878911565
SLAMF6,CD27,0.785714286,0.909438776
SLAMF6,EOMES,0.794642857,0.819217687
SLAMF6,SPN,0.714285714,0.613860544
SLAMF6,TESPA1,0.821428571,0.691496599
SLAMF6,ITK,1,0.732142857
SLAMF6,PRDM1,0.866071429,1
SLAMF6,KLRC4-KLRK1,0.714285714,0.666836735
IL18,VNN1,0.705357143,0.639285714
PTPRC,CD86,0.785714286,0.561394558
PTPRC,GPR174,1,0.803571429
PTPRC,IL7R,0.732142857,0.79957483
PTPRC,IKZF1,0.955357143,0.629251701
PTPRC,IL21,0.714285714,0.759778912
PTPRC,ITGA4,0.892857143,1
PTPRC,PIK3CG,0.964285714,1
RASAL3,JAK3,0.946428571,0.549532313
RASAL3,DOCK2,0.794642857,0.646258503
RASAL3,TNFRSF13B,0.758928571,0.859183673
RASAL3,CD3E,0.705357143,0.554421769
RASAL3,CORO1A,0.946428571,0.809693878
RASAL3,ITGAL,0.910714286,0.957908163
RASAL3,ZAP70,1,0.991071429
RASAL3,UBASH3A,0.946428571,0.648809524
MAPK8IP1,CD24,0.732142857,0.638052721
MAPK8IP1,TOX,0.8125,0.659098639
SH3RF1,ATP7A,0.803571429,0.554846939
SH3RF1,NFKB1,0.821428571,0.628826531
SH3RF1,BCL10,0.9375,0.897959184
SH3RF1,EZR,0.705357143,0.918962585
SH3RF1,CEACAM1,0.705357143,0.714540816
SH3RF1,SEC31A,0.794642857,0.763180272
SH3RF1,ZFP36L2,0.839285714,0.878146259
SH3RF1,CASP3,0.991071429,0.882653061
CEACAM1,KDELR1,0.848214286,0.546003401
HLA-G,HLA-F,0.875,0.693027211
HLA-G,IL27RA,0.732142857,0.83835034
IL12A,CASP3,0.767857143,0.70170068
NECTIN2,CEACAM1,0.785714286,0.692602041
NECTIN2,PSEN1,0.75,0.63537415
NECTIN2,PVR,0.982142857,0.859693878
AIF1,FCGR1A,0.830357143,0.527295918
AIF1,CD300A,0.892857143,0.718282313
AIF1,FUT7,0.875,0.781462585
AIF1,SLC11A1,0.723214286,0.804846939
AIF1,JAML,0.982142857,0.743622449
AIF1,CXCL10,0.821428571,0.652295918
AIF1,LILRB4,0.910714286,0.676020408
AIF1,CLEC4A,1,0.991071429
PAK1,CTSC,0.910714286,0.745918367
PAK3,PVR,0.705357143,0.907738095
PAK3,ITPKB,0.830357143,0.589285714
PAK3,SLC12A2,0.758928571,0.791411565
DUSP10,IL23A,0.803571429,0.613945578
DUSP10,VTCN1,0.946428571,0.56207483
NFATC2,ZFP36L2,0.821428571,0.723979592
PLA2G2D,CLEC4E,0.9375,0.828656463
PLA2G2D,IL21,0.767857143,0.507738095
TNFRSF14,TCIRG1,0.839285714,0.53835034
TNFRSF14,AKT1,0.732142857,0.680952381
TNFRSF14,GPNMB,0.910714286,0.559438776
TNFRSF14,TSC1,0.883928571,0.861394558
CCR6,IL23R,0.866071429,0.602210884
CCR6,CYLD,0.723214286,0.516666667
CRK,CXCL16,1,0.714285714
CRK,SHLD1,0.767857143,0.570068027
CRK,TP53,0.839285714,0.555357143
CRK,TMEM102,1,0.526785714
CXCL10,ACOD1,0.785714286,0.722363946
CXCL10,JAML,0.892857143,0.612244898
CXCL10,TNFSF13B,0.901785714,0.526785714
CXCL10,CXCL11,1,0.633928571
ITGAL,HAVCR2,0.839285714,0.683163265
ITGAL,SPN,1,0.830357143
ITGAL,NCKAP1L,0.821428571,0.641496599
ITGAL,GPR18,0.8125,0.869557823
ITGAL,CCR6,0.732142857,0.812585034
ITGAL,ZAP70,0.705357143,0.630017007
ITGAL,PTCRA,0.705357143,0.819812925
LILRB4,IL2RA,0.794642857,0.63792517
LILRB4,PLA2G2D,1,0.75
LILRB4,CTSS,0.732142857,0.927891156
KCNN4,IL4R,0.883928571,0.511564626
PRKD2,KCNN4,0.794642857,0.513435374
RPS3,HMGB1,0.919642857,0.610544218
RPS3,CD81,0.848214286,0.634268707
RPS3,DDOST,0.75,0.757227891
RPS3,LGALS1,0.705357143,0.95170068
RPS3,DFFA,0.9375,0.799319728
ELF1,HMGB1,0.973214286,0.525510204
ELF1,SLC39A3,0.883928571,0.705697279
ELF1,LRCH1,1,0.875
ELF1,TMEM102,0.75,0.593707483
FCER1G,FCGR1A,0.901785714,0.854166667
FCER1G,CD86,0.705357143,0.508333333
FCER1G,LILRB1,0.794642857,0.58962585
FCER1G,AIF1,1,0.633928571
FCER1G,LILRB4,0.866071429,0.68877551
FCER1G,CLEC4A,0.955357143,0.917091837
FCER1G,LILRB2,0.955357143,0.664540816
STAT3,DNM2,0.723214286,0.518112245
STAT3,DCTN1,0.830357143,0.586734694
TOX,FOXP1,0.723214286,0.541921769
TOX,SATB1,0.8125,0.549744898
CD3D,IFNG,0.830357143,0.650935374
CD3D,SH2D1A,0.901785714,0.663052721
CD3D,CD3G,0.705357143,0.835459184
JAG2,HFE,0.767857143,0.704761905
JAG2,AKT1,0.901785714,0.532908163
JAG2,ARG2,0.705357143,0.731377551
JAG2,PRR7,0.946428571,0.82670068
JAG2,NRARP,0.803571429,0.53494898
STK11,SLC39A3,0.982142857,0.534438776
STK11,AP3D1,1,0.803571429
CEBPB,BCL6,0.982142857,0.788265306
CEBPB,IRAK3,0.857142857,0.796683673
CEBPB,ZFP36L2,1,0.598214286
MSN,MYH9,0.776785714,0.685034014
MSN,WNK1,0.723214286,0.737244898
MSN,CD81,0.919642857,0.582482993
MSN,TGFBR2,0.741071429,0.57712585
MSN,SHLD1,0.928571429,0.781462585
MSN,RAC2,0.9375,0.703656463
MSN,PTPN6,0.705357143,0.64957483
VTCN1,GPNMB,0.848214286,0.828231293
VTCN1,IL6ST,0.75,0.589455782
VTCN1,LGALS9,0.75,0.873044218
VTCN1,MAPK8IP1,0.723214286,0.720748299
VTCN1,SPNS2,0.892857143,0.631377551
VTCN1,CASP3,0.714285714,0.799319728
CD99,DDOST,0.758928571,0.541836735
CD99,NCK2,0.705357143,0.69872449
CD99L2,IGFBP2,0.732142857,0.530272109
RHOA,PPP3CB,1,0.75
RHOA,OXSR1,1,0.75
RHOA,VAMP3,0.9375,0.600765306
CD1B,FYN,0.732142857,0.614370748
CD1B,FOXP3,0.732142857,0.594047619
CD1B,LTF,0.75,0.506632653
MR1,ADAM10,0.714285714,0.581887755
MR1,STAT6,0.723214286,0.631717687
MR1,IL27RA,0.883928571,0.639030612
MR1,ZFP36L1,0.821428571,0.55994898
MR1,GPR183,0.75,0.52712585
CTSL,VNN1,0.705357143,0.638945578
THEMIS,CCR7,0.776785714,0.593197279
THEMIS,GPR174,0.857142857,0.669642857
THEMIS,PTPRC,1,0.705357143
THEMIS,CAMK4,0.723214286,1
THEMIS,TIGIT,0.785714286,0.805697279
THEMIS,CD3G,0.964285714,0.954081633
ZAP70,NFKBID,0.75,0.839030612
ZAP70,ITK,0.928571429,0.668792517
ZAP70,IL18RAP,0.982142857,0.798469388
ZAP70,PDCD1,0.732142857,0.910119048
ZAP70,KLRC4-KLRK1,0.910714286,0.971938776
CCL5,ZNF683,1,0.901785714
PTCRA,AGER,0.901785714,0.785289116
IL7R,CD44,1,0.571428571
IL7R,TNFAIP3,0.714285714,0.892176871
IL7R,IL1R1,0.705357143,0.879421769
IL7R,CCR6,0.794642857,0.544897959
IL7R,PRDM1,0.758928571,0.701190476
TESPA1,CCR7,0.964285714,0.870748299
TESPA1,GRAP2,0.857142857,0.81292517
TESPA1,ICOS,0.767857143,0.719387755
CLEC4A,CCR2,0.964285714,0.808673469
CLEC4A,DNAJB9,0.758928571,0.63537415
CLEC4A,HLA-DRA,0.973214286,0.910714286
CLEC4A,CLC,0.982142857,0.713010204
ZBTB7B,DROSHA,0.705357143,0.511054422
ZBTB7B,AKT1,0.982142857,0.519132653
ZBTB7B,ADORA2A,0.714285714,0.647619048
ZBTB7B,SOX12,0.705357143,0.841326531
ZBTB7B,DFFA,0.705357143,0.635714286
ZBTB7B,NCSTN,1,0.955357143
TSC22D3,BCL6,0.75,0.863860544
TSC22D3,BCL3,0.705357143,0.581972789
TSC22D3,BCL2L11,0.883928571,0.940901361
TSC22D3,CEBPB,0.794642857,0.835204082
TSC22D3,ITK,0.991071429,0.621173469
TSC22D3,ZFP36,1,0.584821429
TSC22D3,ZBTB16,0.991071429,0.882653061
AP3D1,PKN1,0.875,0.63792517
AP3D1,DNM2,0.991071429,0.784438776
AP3D1,SLC39A3,1,0.5
AP3D1,MDK,0.9375,0.782312925
ITK,CCR4,0.982142857,0.667091837
ITK,SASH3,0.767857143,0.594472789
ITK,GPR18,0.723214286,0.750340136
ITK,IL7R,1,0.901785714
ITK,KLRC4-KLRK1,0.767857143,0.509098639
PRDM1,ZFP36L2,0.741071429,0.791411565
CCL20,IL1R1,0.714285714,0.518112245
CCL20,IRAK3,0.776785714,0.768792517
XCL2,XCL1,1,0.964285714
XCL2,CD160,0.883928571,0.765901361
MYB,IL23A,0.857142857,0.917517007
MYB,DGKZ,0.875,0.746598639
MYB,BCL2,0.901785714,0.691071429
MYB,KIT,0.776785714,0.881972789
MYB,RNF168,0.928571429,0.551870748
RARA,SMAD7,0.848214286,0.536054422
DENND1B,ARF1,0.955357143,0.642857143
DENND1B,MR1,0.964285714,0.647959184
DENND1B,OXSR1,0.714285714,0.619047619
IL18R1,ADAM8,0.9375,0.845238095
IL18R1,HIF1A,0.848214286,0.745663265
IL18RAP,EOMES,0.776785714,0.526785714
IL18RAP,IL18R1,0.901785714,0.537670068
IL18RAP,TMIGD2,0.955357143,0.702806122
IL18RAP,CTLA4,0.955357143,0.71505102
IL31RA,STAT5B,0.758928571,0.695918367
ITPKB,ARF1,0.839285714,0.539115646
ITPKB,ABL1,0.839285714,0.532482993
ITPKB,PSMF1,0.857142857,0.546683673
ITPKB,BCL2,0.839285714,0.72287415
ITPKB,PPP2R3C,0.714285714,0.766666667
ITPKB,SLC12A2,0.732142857,0.819557823
OXSR1,PVR,0.714285714,0.979591837
OXSR1,SLC22A13,0.982142857,0.647959184
FBXO38,BCL6,0.821428571,0.781717687
FBXO38,CD74,0.928571429,0.56505102
FBXO38,STK11,0.767857143,0.554931973
RIPK3,PSME2,0.821428571,0.6375
TWSG1,DUSP22,0.758928571,0.544302721
TWSG1,PTPN2,0.9375,0.603741497
TWSG1,GNL1,0.705357143,0.651020408
ICOSLG,SLC12A2,0.767857143,0.59872449
TNFSF9,IFNB1,0.705357143,0.668367347
TNFSF9,RASGRP1,0.839285714,0.541666667
PDCD1,LAG3,0.705357143,0.771768707
PDCD1,CARD11,0.946428571,0.6875
PIK3CD,FYN,0.848214286,0.753146259
PIK3CD,TNFRSF14,0.8125,0.505612245
BTN3A1,PYCARD,0.803571429,0.576530612
PAK2,RAB7A,0.982142857,0.56122449
PAK2,PSEN1,0.794642857,0.67414966
PAK2,TFRC,0.839285714,0.965986395
PAK2,RNF168,0.821428571,0.678826531
PAK2,SLC7A1,0.848214286,0.800340136
PAK2,STARD7,0.794642857,0.758418367
TNFRSF13C,CXCL13,0.714285714,0.734863946
TNFRSF13C,GPR18,0.741071429,0.703231293
TNFRSF13C,TMEM131L,0.803571429,0.753741497
STAT6,DCTN2,0.982142857,0.528061224
STAT6,IRAK3,0.732142857,0.674489796
RIPK2,LYN,0.991071429,0.573341837
RIPK2,IL7,0.839285714,0.665391156
RAC1,DCLRE1C,0.794642857,0.566836735
RAC1,DUSP10,0.741071429,0.532823129
RAC1,RARA,0.741071429,0.579931973
RAC1,TFRC,0.723214286,0.690816327
RAC1,PMS2,1,0.633928571
SELENOK,RPS3,0.866071429,0.806547619
SELENOK,CD3D,0.8125,0.746768707
SELENOK,RHOA,0.9375,0.707908163
SELENOK,MARCHF7,0.732142857,0.656462585
DDOST,MDK,0.946428571,0.803571429
IRF4,ADORA2A,0.767857143,0.868197279
IRF4,IGLV2-8,0.9375,0.691326531
PRELID1,PYCARD,0.767857143,0.703316327
PRELID1,PRR7,1,0.633928571
ZNF683,TNFSF14,0.714285714,0.877891156
ZNF683,IFNG,0.955357143,0.558673469
ZNF683,XCL2,0.8125,0.812840136
ZNF683,TMIGD2,0.785714286,0.935714286
ZMIZ1,PPP3CB,1,0.660714286
ZMIZ1,ELF4,0.741071429,0.657738095
IL27RA,PTPN22,0.8125,0.697534014
IL27RA,SMAP1,0.75,0.955102041
IL27RA,TMEM131L,0.875,0.82797619
FLOT2,SUPT6H,1,0.5
FLOT2,STX7,0.723214286,0.83707483
MIF,FOXP1,0.794642857,0.627465986
MIF,SLC39A3,0.892857143,0.542517007
MIF,CRKL,0.883928571,0.630102041
MIF,ZP3,0.732142857,0.84914966
DHX36,PRKDC,0.830357143,0.584566327
DHX36,FZD5,0.821428571,0.918367347
DHX36,PAK2,0.9375,0.543154762
DHX36,RNF168,0.830357143,0.734268707
DHX36,PIK3CA,0.991071429,0.586734694
IL10,CCL3,0.991071429,0.739795918
IL10,CTSL,0.75,0.83962585
IL10,CLC,0.803571429,0.500255102
IGLV1-40,PRDM1,0.723214286,0.52329932
TFRC,DNM2,0.723214286,0.601785714
SUPT6H,BRD1,0.892857143,0.671343537
SUPT6H,PSMD11,1,0.616071429
SUPT6H,STAT5B,0.955357143,0.869897959
SUPT6H,RARA,0.830357143,0.76207483
SUPT6H,FLOT2,1,0.5
MAFB,CTSH,0.866071429,0.928996599
MAFB,LGALS1,0.758928571,0.755102041
SOD1,HMGB1,0.839285714,0.523214286
SOD1,GABPA,0.991071429,0.531887755
SOD1,HSPH1,0.75,0.612840136
SOD1,P2RX7,0.75,0.569727891
IKZF1,RUNX3,0.892857143,0.989795918
IKZF1,TNFRSF13B,0.732142857,0.778061224
IKZF1,BCL11B,0.883928571,0.991071429
IKZF1,SASH3,0.875,0.859693878
IKZF1,SLAMF6,1,0.642857143
IKZF1,NFATC2,0.857142857,1
IKZF1,CCR6,0.982142857,0.964285714
IKZF1,ZAP70,0.857142857,0.563605442
IKZF1,TESPA1,1,0.982142857
JMJD6,PDCD1,0.723214286,0.581547619
JMJD6,TP53,0.839285714,0.62244898
SMAP1,STX7,0.910714286,0.652210884
DCTN2,IL23A,0.741071429,0.68579932
PDIA3,PKN1,0.785714286,0.526785714
PDIA3,DNM2,0.723214286,0.680272109
PDIA3,LGALS3,0.875,0.555697279
PDIA3,DNAJA3,0.732142857,0.536904762
PDIA3,DDOST,1,0.598214286
PDIA3,NCSTN,0.8125,0.721853741
SNAP23,BCL10,0.723214286,0.558673469
SNAP23,JAG2,0.928571429,0.590136054
VAMP3,PDIA3,0.705357143,0.55
DYNC1H1,MYH9,0.723214286,0.68537415
DYNC1H1,LYN,0.758928571,0.539455782
DYNC1H1,ABL1,0.767857143,0.771598639
DYNC1H1,SNAP23,0.803571429,0.626360544
HLA-DRA,HLA-DMB,1,1
HLA-DQB2,HLA-DQA2,0.866071429,0.579251701
HLA-DQB2,IL27RA,0.758928571,0.763095238
PSMD6,RHOA,0.732142857,0.529421769
PSMD6,OXSR1,0.946428571,0.524659864
PSMD6,SELENOK,1,0.638392857
PSMD6,PELI1,0.767857143,0.87329932
SEC31A,STAT5B,0.776785714,0.557057823
SEC31A,RELA,0.883928571,0.70297619
SEC31A,ELF1,0.723214286,0.584098639
SEC31A,AP3D1,0.803571429,0.779931973
SEC31A,RAB29,0.714285714,0.634268707
SEC31A,SLC12A2,0.821428571,0.635884354
DCTN1,CD81,0.901785714,0.573129252
TAPBP,RNF8,0.767857143,0.651360544
TAPBP,PDCD1,0.848214286,0.578571429
PMS2,JAG2,0.776785714,0.52372449
PMS2,KIT,0.776785714,0.543197279
PMS2,NCK2,0.705357143,0.67670068
TP53BP1,PTPN11,0.732142857,0.549659864
TP53BP1,DGKZ,0.723214286,0.872959184
TP53BP1,MAPK8IP1,0.8125,0.821003401
TP53BP1,AP3D1,0.732142857,0.843027211
TP53BP1,PDIA3,0.964285714,0.834183673
TP53BP1,SNAP23,1,0.901785714
TP53BP1,SEC31A,0.803571429,0.847704082
TP53BP1,PMS2,0.991071429,0.742984694
TP53BP1,MTOR,1,0.78125
TP53BP1,SATB1,0.883928571,0.818197279
NSD2,CD81,0.848214286,0.927721088
NSD2,OXSR1,0.794642857,0.675
NSD2,FANCA,1,1
RNF168,DGKZ,0.776785714,0.798639456
RNF168,TFRC,0.830357143,0.730612245
TGFB1,AP2A1,0.839285714,0.521598639
TGFB1,IL27RA,0.732142857,0.508843537
LTF,ZFPM1,0.758928571,0.684863946
TNF,IL23A,0.848214286,0.948979592
TNF,CLEC4D,0.848214286,0.616156463
TNF,RELA,0.839285714,0.843282313
TNF,CLEC4A,0.741071429,0.709693878
TNF,CCL20,0.767857143,0.843962585
MARCHF7,ADAM10,0.705357143,0.740816327
MARCHF7,HMGB1,0.794642857,0.663605442
MARCHF7,HSPD1,0.839285714,0.590136054
MARCHF7,ELF1,0.857142857,0.738520408
MARCHF7,STAT1,0.821428571,0.749489796
MARCHF7,TAPBP,0.723214286,0.567772109
MARCHF7,ZC3H8,0.964285714,0.890306122
MARCHF7,STARD7,0.8125,0.746173469
ZFP36,NLRP3,0.830357143,0.540816327
ZFP36,TNF,0.714285714,0.568027211
ZFP36,ZFP36L2,0.901785714,0.881802721
ZFP36,ZFP36L1,0.794642857,0.628656463
TNFRSF17,CCR2,0.785714286,0.626870748
TNFRSF17,DNAJB9,0.75,0.757568027
TNFRSF17,B2M,0.705357143,0.766326531
TNFRSF17,IRF4,0.723214286,0.788180272
TNFRSF17,IL21,0.794642857,0.728911565
TNFSF13B,IL27,0.767857143,0.778061224
TNFSF13B,SLC11A1,0.830357143,0.650255102
TNFSF13B,B2M,0.723214286,0.840561224
TNFSF13B,P2RX7,0.776785714,0.571428571
LGALS1,FADD,0.883928571,0.695068027
LGALS1,DUSP22,0.723214286,0.695408163
LGALS1,CD99,0.723214286,0.546088435
LGALS1,RAC2,0.892857143,0.576190476
LGALS1,PMAIP1,0.857142857,0.672193878
KLRC4-KLRK1,FOXP3,0.857142857,0.698554422
KLRC4-KLRK1,IL18RAP,0.848214286,0.544132653
KLRC4-KLRK1,GNRH1,0.785714286,0.522108844
TMIGD2,CD160,0.723214286,0.757057823
CLC,IGLV2-8,0.75,0.743792517
HLA-B,HLA-E,1,1
HLA-B,HLA-A,1,0.616071429
HLA-B,B2M,0.964285714,0.816326531
HLA-B,BTN3A1,0.919642857,0.570238095
HLA-B,TAPBP,0.830357143,0.921768707
LILRB2,VSIR,0.741071429,0.692346939
LILRB2,IL27,0.928571429,0.970238095
LILRB2,LILRB4,0.830357143,0.547108844
TSC1,DROSHA,0.705357143,0.593112245
TSC1,DDOST,0.785714286,0.774319728
PRR7,TMEM102,0.723214286,0.580612245
ZFP36L2,SLC46A2,0.758928571,0.524659864
WNT4,XG,0.803571429,0.622151361
ZFP36L1,NFKBIZ,0.991071429,0.591836735
ZFP36L1,PRKD2,0.758928571,0.730867347
ZFP36L1,PSEN1,0.839285714,0.517602041
TIGIT,FOXP3,0.946428571,0.801020408
TIGIT,PDCD1,0.8125,0.715816327
TIGIT,CD5,0.830357143,0.844132653
TIGIT,CTLA4,0.919642857,0.811394558
ZFPM1,DNM2,0.758928571,0.900680272
ZFPM1,IHH,0.767857143,0.612755102
ZFPM1,CARD11,0.8125,0.688860544
ZFPM1,IRAK3,0.732142857,0.955357143
ZFPM1,PRR7,0.857142857,0.706292517
ZFPM1,LRCH1,0.883928571,0.87457483
RELB,ADA,0.714285714,0.783163265
MTOR,MYH9,0.803571429,0.860884354
MTOR,DROSHA,0.758928571,0.935714286
MTOR,CD81,0.723214286,0.839285714
MTOR,PIK3CD,0.946428571,0.789540816
MTOR,DDOST,0.973214286,0.852040816
MTOR,STAT1,0.875,0.905612245
MTOR,VAMP3,0.946428571,0.838435374
MTOR,NSD2,0.785714286,0.863180272
MTOR,DFFA,1,0.892857143
SOX12,NCK2,0.767857143,0.551870748
GNRH1,IL4,0.991071429,0.908163265
GNRH1,NFKBIZ,0.839285714,0.803911565
GNRH1,TSC1,0.857142857,0.839455782
GNRH1,LMBR1L,0.928571429,0.681122449
GNRH1,SLC22A13,0.767857143,0.979591837
ZP3,DFFA,0.821428571,0.557568027
IL21,IRF4,0.732142857,0.621258503
PHPT1,ABL1,0.767857143,0.578231293
PHPT1,SELENOK,0.857142857,0.540816327
PHPT1,PRELID1,0.705357143,0.595833333
PHPT1,TRAF2,1,0.794642857
SKAP1,MICA,0.75,0.573129252
SKAP1,STAT5B,0.982142857,0.50127551
PSME2,ISG15,0.8125,0.550680272
PSME2,IL15,0.785714286,0.525935374
PSME2,RIPK2,0.723214286,0.511904762
PIK3CA,ADAM17,0.8125,0.787329932
PIK3CA,PAK2,0.991071429,0.522959184
PIK3CA,RNF168,0.955357143,0.683673469
PIK3CA,RC3H2,0.839285714,0.896003401
SLA2,TNFSF14,0.741071429,0.782397959
SLA2,IL12RB1,0.830357143,0.688860544
SLA2,EOMES,0.732142857,0.746768707
SLA2,CCL5,0.910714286,0.583758503
SLA2,ZNF683,0.928571429,0.722789116
SLA2,TRAF2,0.839285714,0.654846939
PTPRJ,ARF1,0.794642857,0.602380952
PTPRJ,ATP7A,0.767857143,0.719047619
PTPRJ,DGKZ,0.830357143,0.658503401
PTPRJ,TRAF6,0.866071429,0.697704082
PTPRJ,ITGA4,0.732142857,0.509013605
SH2D1A,CRTAM,0.821428571,0.970238095
SH2D1A,ITM2A,0.758928571,1
SH2D1A,ICOS,0.705357143,0.925340136
SH2D1A,EOMES,0.741071429,0.762840136
SH2D1A,ZNF683,0.9375,0.848809524
SH2D1A,TIGIT,0.714285714,0.891496599
SH2D1A,TRAT1,1,0.794642857
NCK2,SRC,0.75,0.619217687
SLC7A1,HMGB1,0.794642857,0.544727891
SLC7A1,ELF1,0.892857143,0.579931973
SLC7A1,PRNP,0.714285714,0.518792517
SLC7A1,HSPH1,0.776785714,0.774829932
SLC7A1,DDOST,0.758928571,0.777295918
SLC7A1,ZC3H8,0.8125,0.558248299
HLA-DMB,DNAJA3,0.9375,0.580357143
ZBTB1,PSEN1,1,0.589285714
RAC2,MYH9,0.758928571,0.516666667
RAC2,CARD11,0.910714286,0.82542517
RC3H2,ABL1,1,0.660714286
RC3H2,TP53BP1,0.732142857,0.531292517
RC3H2,TSC1,0.982142857,0.891581633
RC3H2,SYK,0.785714286,0.758163265
RC3H2,TRAF2,0.741071429,0.681292517
SOCS5,PPP3CB,0.875,0.781887755
SOCS5,STAT5B,0.776785714,0.676955782
SOCS5,TWSG1,0.714285714,0.816411565
SOCS5,SRC,0.714285714,0.803316327
SMAD7,MALT1,0.767857143,0.547534014
SMAD7,RELA,0.928571429,0.559438776
SMAD7,SOX12,0.803571429,0.556122449
P2RX7,GPNMB,0.794642857,0.690391156
P2RX7,NOD2,0.848214286,0.785459184
DFFA,PRKCZ,0.955357143,0.508928571
DFFA,VAMP3,0.991071429,0.676020408
DFFA,SOX12,0.75,0.712585034
DFFA,MAP3K7,0.866071429,0.587755102
LMBR1L,GPI,0.741071429,0.632057823
LMBR1L,DNAJA3,0.723214286,0.586479592
LMBR1L,PVRIG,0.848214286,0.717857143
LMBR1L,RIPK3,0.875,0.542772109
LMBR1L,STAT6,0.982142857,0.575255102
LMBR1L,ZC3H8,0.883928571,0.613180272
RSAD2,IFNB1,0.991071429,0.875
RSAD2,STAT1,0.821428571,0.69829932
RSAD2,SAMHD1,0.946428571,0.961734694
MAP3K7,SMAP1,0.982142857,0.889030612
TRAF2,TCIRG1,0.767857143,0.577636054
TRAF2,ABL1,0.946428571,0.531887755
TRAF2,CYRIB,0.875,0.600340136
TRAF2,CEBPB,0.866071429,0.703656463
TRAF2,NRARP,0.714285714,0.606972789
TRAF6,DGKZ,0.901785714,0.703401361
TRAF6,RAG1,0.901785714,0.68579932
TRAF6,MAPK8IP1,0.839285714,0.562159864
TRAF6,RELA,0.785714286,0.794387755
TRAF6,PSEN1,0.830357143,0.659013605
TRAF6,RAG2,0.785714286,0.807397959
TRAF6,PIK3CA,0.803571429,0.509608844
CTLA4,LEF1,0.714285714,0.64872449
CTLA4,SOCS1,0.75,0.828061224
ZC3H8,IL4R,0.919642857,0.627295918
ZC3H8,NCK2,0.758928571,0.829676871
ZC3H8,ZBTB1,0.723214286,0.523129252
CACNA1F,ZBTB1,0.723214286,0.676105442
PPP2R3C,RAB29,0.741071429,0.536054422
PMAIP1,BCL10,0.883928571,0.518707483
PMAIP1,MALT1,0.785714286,0.649319728
SPNS2,CTSL,0.910714286,0.608758503
SPNS2,PTPRJ,0.732142857,0.672789116
VCAM1,CD200,1,0.767857143
VCAM1,SOCS5,0.830357143,0.638690476
FANCA,CBFB,0.982142857,0.699404762
FANCA,DROSHA,0.785714286,0.694727891
FANCA,CGAS,0.821428571,0.717346939
FANCA,BCL2L11,0.866071429,0.921768707
FANCA,TMEM102,0.714285714,0.754761905
